X,Y,fid,OBJECTID,HISTORYCZN,NUM_SLUP,NUM_EKSP_S,TYP,NAZW_STAC,FUNKCJA_SL,layer,path,icon_url
18.9931492697301,49.8185715291282,"149","2462651",,BBB011432,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9928820880313,49.818877916189,"150","2462652",,BBB011433,,ŻN-10,,Rozgałęźno-przelotowo-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9987851102709,49.8184007108976,"151","2462637",,BBB011418,,E 10.5/10,,Krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9933024051178,49.8190020859639,"153","2462653",,BBB011434,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9937911654154,49.8191254515437,"154","2462654",,BBB011435,,ŻN-10,,Narożny,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.993534827426,49.8176233991968,"155","2462655",,BBB011436,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9936032564754,49.8173622073386,"156","2462656",,BBB011437,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9942981910465,49.8191756730978,"157","2462667",,BBB011448,,ŻN-10,,Rozgałęźno-przelotowo-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9948097862148,49.8192284248256,"158","2462668",,BBB011449,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9952770725465,49.8192619350244,"159","2462669",,BBB011450,,ŻN-10,,Krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9971167615297,49.8195764841382,"160","2462697",,BBB011478,,ŻN-10,,Rozgałęźno-przelotowo-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9966849488343,49.819484707081,"161","2462698",,BBB011479,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
19.0127376206288,49.8184497588855,"166","2669164",,BBB040626,,Drewniany,,Rozgałęźno-przelotowo-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
19.0125558993628,49.8183823087019,"169","2669216",,BBB040662,,ŻN-10,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
19.0122725717356,49.818276596044,"170","2669233",,BBB040663,,Drewniany,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
19.010901658071,49.8177533332594,"172","2669245",,BBB040675,,Drewniany,,Przelotowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
19.0104782048282,49.8175689834243,"173","2669246",,BBB040676,,Drewniany,,Rozgałęźno-narożno-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
18.9999510150721,49.8223999737276,"175","2426179",,BBB007353,,Drewniany,,Rozgałęźno-przelotowo-krańcowy,PW1C Slupy TD przyciete,C:/Projekty/PW1C 11-12/PW1C 11-12.gpkg|layername=PW1C Slupy TD przyciete,./0.png
